model_id,chemistry,fold,method,temperature_C,onchip_status,n_evaluation_points,mcu_mae_pct,python_mae_pct,mae_delta_mcu_minus_python_pct,mean_abs_mcu_python_diff_pct_point,p95_abs_mcu_python_diff_pct_point,max_abs_mcu_python_diff_pct_point
lfp_us06_hysteresis_2rc_ekf,LFP,US06,hysteresis_2rc_ekf,10,PASS,6727,0.0566214678833566,0.0566214692850291,-1.4016724239618306e-09,1.0140227477451565e-06,2.6886866377751053e-06,2.979770330480136e-06
lfp_us06_hysteresis_2rc_ekf,LFP,US06,hysteresis_2rc_ekf,20,PASS,6849,0.0353102283284943,0.0353102102820802,1.8046414029804225e-08,1.034418167976166e-06,2.69745636272134e-06,2.9798305822836824e-06
lfp_us06_hysteresis_2rc_ekf,LFP,US06,hysteresis_2rc_ekf,25,PASS,6908,0.0337677575810192,0.0337677452015744,1.2379444733201517e-08,1.0311950263468233e-06,2.6795379431954194e-06,2.97766098444896e-06
lfp_us06_hysteresis_2rc_ekf,LFP,US06,hysteresis_2rc_ekf,30,PASS,6953,0.0454096381588218,0.0454096246528761,1.350594560495244e-08,1.039759142615642e-06,2.711820770162632e-06,2.9784485544581685e-06
lfp_us06_hysteresis_2rc_ekf,LFP,US06,hysteresis_2rc_ekf,40,PASS,7095,0.175609459563096,0.1756094842196784,-2.4656582386928253e-08,1.0121982170852892e-06,2.692178235896847e-06,2.979500191013784e-06
lfp_us06_hysteresis_2rc_ekf,LFP,US06,hysteresis_2rc_ekf,50,PASS,7116,0.0450346741679847,0.045034672997767,1.1702176866412728e-09,9.968026177573266e-07,2.670866999787691e-06,2.9782799004784977e-06
lfp_us06_hysteresis_2rc_ukf,LFP,US06,hysteresis_2rc_ukf,-10,PASS,5051,12.372264932919837,12.372264990599408,-5.7679571341395786e-08,1.7113666242780198e-06,4.130883068942381e-06,2.161429166758211e-05
lfp_us06_hysteresis_2rc_ukf,LFP,US06,hysteresis_2rc_ukf,0,PASS,6234,8.443110873362764,8.443111289063086,-4.157003221649802e-07,1.1363812137645376e-06,2.836539677031345e-06,3.907662132762724e-06
lfp_us06_hysteresis_2rc_ukf,LFP,US06,hysteresis_2rc_ukf,10,PASS,6727,8.655873075878752,8.655873153466786,-7.758803377555523e-08,8.899953990032357e-07,2.6253387175323435e-06,3.3484416274431883e-06
lfp_us06_hysteresis_2rc_ukf,LFP,US06,hysteresis_2rc_ukf,20,PASS,6849,7.248437236219716,7.248437277430768,-4.121105234844436e-08,9.292461175388366e-07,2.660415996391661e-06,3.091509948038862e-06
lfp_us06_hysteresis_2rc_ukf,LFP,US06,hysteresis_2rc_ukf,25,PASS,6908,8.228400625700838,8.228400631147737,-5.446899820071849e-09,9.040779564318996e-07,2.6525701679602776e-06,3.014174543292114e-06
lfp_us06_hysteresis_2rc_ukf,LFP,US06,hysteresis_2rc_ukf,30,PASS,6953,8.11480388947008,8.114803914120456,-2.4650375962664842e-08,9.155051569058368e-07,2.616853238546213e-06,4.015504196513975e-06
lfp_us06_hysteresis_2rc_ukf,LFP,US06,hysteresis_2rc_ukf,40,PASS,7095,7.5580548149132065,7.558054913899181,-9.89859749722655e-08,9.152517895456032e-07,2.6344852221971138e-06,7.349272528045514e-06
lfp_us06_hysteresis_2rc_ukf,LFP,US06,hysteresis_2rc_ukf,50,PASS,7116,7.724659882351227,7.724660114364273,-2.3201304610864781e-07,9.475465105250864e-07,2.6108553347059527e-06,8.66445293776219e-06
lfp_us06_plain_2rc_ekf,LFP,US06,plain_2rc_ekf,-10,PASS,5051,0.079742348633262,0.0797423498518313,-1.2185693148980548e-09,1.2599916231061995e-06,2.753077177342078e-06,2.982422309116828e-06
lfp_us06_plain_2rc_ekf,LFP,US06,plain_2rc_ekf,0,PASS,6234,0.173221701443575,0.1732216823449387,1.9098636283576557e-08,1.0978449555202184e-06,2.7144297831682702e-06,2.977442514762174e-06
lfp_us06_plain_2rc_ekf,LFP,US06,plain_2rc_ekf,10,PASS,6727,0.0584859176401271,0.0584859250906591,-7.450531927521986e-09,1.016685688420547e-06,2.7019116288773404e-06,2.978219859617326e-06
lfp_us06_plain_2rc_ekf,LFP,US06,plain_2rc_ekf,20,PASS,6849,0.039100091361246,0.0391000852042835,6.156962446823844e-09,1.0330222155904037e-06,2.70810456726167e-06,2.980359226079088e-06
lfp_us06_plain_2rc_ekf,LFP,US06,plain_2rc_ekf,25,PASS,6908,0.0359916678342898,0.0359916874524798,-1.9618189940617814e-08,1.0130320472639907e-06,2.684711440381626e-06,2.979998425800545e-06
lfp_us06_plain_2rc_ekf,LFP,US06,plain_2rc_ekf,30,PASS,6953,0.1135561988612785,0.1135562152285296,-1.6367251082227696e-08,1.0291178009230093e-06,2.698184362603939e-06,2.979379243317481e-06
lfp_us06_plain_2rc_ekf,LFP,US06,plain_2rc_ekf,40,PASS,7095,0.1240110877342365,0.1240110828083279,4.925908597686046e-09,1.0239149718008483e-06,2.704550883247947e-06,2.979091406896117e-06
lfp_us06_plain_2rc_ekf,LFP,US06,plain_2rc_ekf,50,PASS,7116,0.0508136466278151,0.0508136806963515,-3.40685364572102e-08,1.0048049247527842e-06,2.694861170327023e-06,2.9791481725993663e-06
nmc_dst_1rc_ekf,NMC,DST,1RC_EKF,0,PASS,9478,2.014759460133386,2.014759490460673,-3.0327287348086436e-08,1.0323979778493166e-06,2.6955971105246945e-06,2.978424351596232e-06
